unit_i,unit_j,pearson_r
2196,11886,0.006168272260534068
2196,11887,0.010145880923166196
2196,11888,0.02157898178730468
2196,11889,0.017098646374213683
2196,11929,0.049097214873812904
2196,11930,0.022481121357815236
2196,11931,0.0425136547272561
2196,11933,0.030634770918809378
2196,11934,0.04705941117598908
2196,11935,0.011713228882381984
2196,11936,0.009901541177057768
2196,11970,0.006508333537861962
2196,11971,0.00708545236597522
2196,11973,0.03320109777980086
2196,12246,0.006972335948604833
2196,12267,0.014421032177352711
2196,12284,0.053748359536636044
2196,12286,0.015016680355694848
2196,12290,0.017096841230845095
2196,12316,0.018013450212874666
2196,12346,0.00800162440866538
2196,12372,0.008650164524569319
2196,12562,0.00782388520849869
2196,12568,0.02327195740531052
2196,12619,0.020880637970871817
2196,12637,0.03550487739097177
2197,2199,0.013968478300982117
2197,2200,0.036462698266248914
2197,2201,0.021283192133977235
2197,2202,0.02146393423090684
2197,2205,0.0240850729122484
2197,2207,0.026712322395759446
2197,2237,0.03730402737116006
2197,2238,0.025686652199583333
2197,2239,0.014995299099571558
2197,2240,0.018594444357843153
2197,2241,0.00804282838911168
2197,2277,-0.009713514297513557
2197,2278,0.011244910633885141
2197,2280,0.007850725049389141
2197,2448,0.0019776070532272374
2197,2484,0.02562326983376096
2197,2541,0.0007590680174829144
2197,2648,0.009167360659392944
2197,2678,0.0186642952514156
2197,2738,0.007805421015687222
2197,2757,0.031871079585333285
2197,2778,0.00155638371828514
2197,2842,0.0013529880088290302
2197,2859,0.030867961156376935
2197,2860,0.034456011169280466
2197,2976,0.03240578176830429
2197,5404,0.013515407891911578
2197,5432,0.0040742022197434525
2197,5435,0.010008903975084372
2197,5436,0.017201163183746815
2197,5437,0.031757366964043875
2197,5438,0.03227603131148622
2197,5439,0.022446774723020837
2197,5440,0.0176920399553188
2197,5441,0.007927196300189175
2197,5442,0.004671581413171037
2197,5444,0.010523388949339156
2197,5446,0.032628409986709336
2197,5474,0.02516301550262249
2197,5475,0.020959558704571044
2197,5476,0.042914092115980816
2197,5477,0.010390505496917208
2197,5479,0.004772232473646782
2197,5505,0.00071987729902228
2197,5506,0.017443076443445914
2197,5507,3.6190900752317675e-05
2197,5508,0.017243747773305992
2197,5509,0.014224878012914518
2197,5735,0.01289726561012232
2197,5743,0.04175414782452591
2197,5875,-0.00022820621516422224
2197,5908,0.0018206024201389015
2197,5940,0.021886222189447673
2197,6191,0.015189773571956623
2197,6216,0.003477131135151591
2197,8861,0.009970457822457557
2197,8868,0.017253385288024472
2197,8904,0.030894754860145257
2197,8906,0.006983324820311829
2197,8907,-8.477119747295397e-05
2197,8908,0.020716006154861643
2197,8909,0.054915371697944214
2197,8910,0.014958476660512058
2197,8911,0.003142163991800842
2197,8912,0.02249530028943025
2197,8913,0.012643979006782727
2197,8914,-0.013358001720881342
2197,8916,0.024229838335790645
2197,8955,-0.006350326822778637
2197,8956,-0.004013485051876651
2197,8957,0.03233378685093701
2197,8958,0.015043617415786893
2197,8959,-0.0011437477738909724
2197,8960,0.011399736111723178
2197,8962,0.021282089724748297
2197,8963,0.025446989062984548
2197,8964,0.016718968851944075
2197,9000,0.009996888504780912
2197,9001,0.0007183721945710399
2197,9002,0.009566876060470774
2197,9004,-0.008111137792464954
2197,9155,0.01872242082452102
2197,9330,-0.0014976354176937318
2197,9337,-0.001929803843683996
2197,9390,0.016311752309504112
2197,9401,0.0005298164421615421
2197,9427,0.029323834220119933
2197,9428,0.028660074160461176
2197,9446,0.009198971907299985
2197,9465,0.01785334169725893
2197,9553,0.03186037938716609
2197,9651,0.026909733735685625
2197,11878,0.014193750988383299
2197,11882,0.009979420692856086
2197,11883,0.03363207861151649
2197,11884,0.031665766703164865
2197,11886,0.0042298519861198175
2197,11887,0.0035992053777021238
2197,11888,0.013805409048392338
2197,11889,0.018317772256339286
2197,11929,-0.0034778471777596066
2197,11930,0.018286472186724908
2197,11931,0.0204996392014694
2197,11933,-0.00455491209661304
2197,11934,0.02311995946560708
2197,11935,0.022855894929668913
2197,11936,-0.013315115693463704
2197,11970,0.023933874296658733
2197,11971,0.007126168920317765
2197,11973,0.01068833075135037
2197,12246,0.0042195145102070526
2197,12267,0.01569392476640515
2197,12284,0.020280740264006086
2197,12286,0.017371065142037692
2197,12290,0.0072841106825702025
2197,12316,-0.004096182559388893
2197,12346,0.00794885504034153
2197,12372,0.019415676499800354
2197,12562,0.01389421498799938
2197,12568,0.020194979929386382
2197,12619,0.011198869934065438
2197,12637,0.012489019861980597
2199,2200,0.02165931161692659
2199,2201,0.028278976881900113
2199,2202,0.03380401483594296
2199,2205,0.03308977512586422
2199,2207,0.03291276176411318
2199,2237,0.014417508545818877
2199,2238,0.03859838603022544
2199,2239,0.028585487682644437
2199,2240,0.04520591296230656
2199,2241,0.02414912889482159
2199,2277,0.036520127217103605
2199,2278,0.019531108208083018
2199,2280,0.011943368028475449
2199,2448,0.025912797106182807
2199,2484,0.03034271438226815
2199,2541,0.004697498528079945
2199,2648,0.02168342901880634
2199,2678,0.010519846274770428
2199,2738,0.011501254024213247
2199,2757,0.035947799845473964
2199,2778,0.020577842355035063
2199,2842,0.004269724366324235
2199,2859,0.04148091041593382
2199,2860,0.024224560628737703
2199,2976,0.03585121133573691
2199,5404,0.02713840809299754
2199,5432,0.013502623388705892
2199,5435,0.012610987281579717
2199,5436,0.02138191914292307
2199,5437,0.02482089500719157
2199,5438,0.035942810935317406
2199,5439,0.024063960620290047
2199,5440,0.02065926283358745
2199,5441,0.036247209114500085
2199,5442,0.009378444402725939
2199,5444,0.008615313870593591
2199,5446,0.04867124596843524
2199,5474,0.0185465299233603
2199,5475,0.032075187235551535
2199,5476,0.006754754839486159
2199,5477,0.022337005344726196
2199,5479,0.015814960296639993
2199,5505,0.01332924704178337
2199,5506,0.008278679390030342
2199,5507,0.03529503631234371
2199,5508,0.005073021407008295
2199,5509,0.02830927413156661
2199,5735,0.015239289053844609
2199,5743,0.018342276958946278
2199,5875,0.03161192731501657
2199,5908,0.0625508998769057
2199,5940,0.03518126832155846
2199,6191,0.007551903304792097
2199,6216,0.030142457041662563
2199,8861,0.020110714363688244
2199,8868,0.01436241149442555
2199,8904,0.005867444716640861
2199,8906,0.009258211984710331
2199,8907,-0.0013617287936292665
2199,8908,0.019709376052349823
2199,8909,0.015279294935296811
2199,8910,0.0012229661392603403
2199,8911,0.009961583097869705
2199,8912,0.025266707278873955
2199,8913,0.012536472226516774
2199,8914,0.004991291657477483
2199,8916,0.02493244833073487
2199,8955,-0.012254499655071187
2199,8956,-0.005596122835819973
2199,8957,0.004250616795958157
2199,8958,0.017038433458509066
2199,8959,-0.004680626694821748
2199,8960,0.021780391984523327
2199,8962,0.032595765517261927
2199,8963,0.010874813835834827
2199,8964,0.013511527727533978
2199,9000,0.007687495400548492
2199,9001,0.009166342307063913
2199,9002,0.010905252454692106
2199,9004,-0.0006483870492749138
2199,9155,0.015801826575625604
2199,9330,0.013284459897670083
2199,9337,-0.003935717218641013
2199,9390,0.010317593588433729
2199,9401,0.015531679871472028
2199,9427,0.0021929117068301544
2199,9428,-0.005955135237101341
2199,9446,0.018408006469381795
2199,9465,-0.006123966348016762
2199,9553,0.021015392790094335
2199,9651,0.027647858351885463
2199,11878,0.0310084028380577
2199,11882,0.019498028750518516
2199,11883,0.0331755461882277
2199,11884,0.016358276737959136
2199,11886,0.0348064046604682
2199,11887,0.015418582896609856
2199,11888,0.025516090408494868
2199,11889,0.0019830192069592964
2199,11929,0.03269987393047098
2199,11930,0.018061117729017175
2199,11931,0.025985773242544235
2199,11933,0.024005064801422452
2199,11934,0.03397944636754723
2199,11935,0.03958776834307955
2199,11936,-0.002237786560078554
2199,11970,0.04046312236929284
2199,11971,0.03274771673444616
2199,11973,0.010348274368483186
2199,12246,0.030945025176269292
2199,12267,0.02871523296654655
2199,12284,0.04857550167641206
2199,12286,0.024892798972667222
2199,12290,0.045556277561857254
2199,12316,0.008360997788758363
2199,12346,0.016284700784641646
2199,12372,0.02473921040435663
2199,12562,0.0350508263962307
2199,12568,0.024491942387115554
2199,12619,0.04010630184851444
2199,12637,0.02240067153099438
2200,2201,0.03786224758858702
2200,2202,0.04504201830382242
2200,2205,0.03167356367362109
2200,2207,0.03686699196026535
2200,2237,0.07417040272397664
2200,2238,0.04865625796546188
2200,2239,0.06713848769584745
2200,2240,0.09351405913111324
2200,2241,0.041426184429474794
2200,2277,0.043014920402021324
2200,2278,0.04692697785908992
2200,2280,0.0393938599662571
2200,2448,0.0068436113555007515
2200,2484,0.0511979244335403
2200,2541,0.01400117826885705
2200,2648,0.057825014703177496
2200,2678,0.05909851717994588
2200,2738,0.04776410741643209
2200,2757,0.06856015224268212
2200,2778,0.01616552671323887
2200,2842,0.011436891886285383
2200,2859,0.0566606912925076
2200,2860,0.04289964737207548
2200,2976,0.05496313241576158
2200,5404,0.04849755405652052
2200,5432,0.05008304702274534
2200,5435,0.01035943231122159
2200,5436,0.06108246741261281
2200,5437,0.0994976345720682
2200,5438,0.03092684704653408
2200,5439,0.04972278373610888
2200,5440,0.038429227494934194
2200,5441,0.027948285215234868
2200,5442,0.06545206250792608
2200,5444,0.031214526973083714
2200,5446,0.0666644287776427
2200,5474,0.08575546600562467
2200,5475,0.07058945064404663
2200,5476,0.06012927546505185
2200,5477,0.04332130862083814
2200,5479,0.0217895395527571
2200,5505,0.01455711710314701
2200,5506,0.018459467743660852
2200,5507,0.026719215779966294
2200,5508,0.0456822760384067
2200,5509,0.06260700373001823
2200,5735,0.03270988299303936
2200,5743,0.03601365347457344
2200,5875,0.04753596988784844
2200,5908,0.055970004280402094
2200,5940,0.07568210889561056
2200,6191,0.045248225063638896
2200,6216,0.035742287840802044
2200,8861,0.01726624173712906
2200,8868,0.026085759155220156
2200,8904,0.062224058141299374
2200,8906,0.006636507719017612
2200,8907,0.04431807829484381
2200,8908,0.038766533317076
2200,8909,0.04017753920624983
2200,8910,0.026534306309558022
2200,8911,0.025944024726719406
2200,8912,0.06320559231121077
2200,8913,0.06181127215758596
2200,8914,0.00398157206570065
2200,8916,0.06402789752450216
2200,8955,-0.005883154059749207
2200,8956,0.007582504582800599
2200,8957,0.059448225488890505
2200,8958,0.0903465217216267
2200,8959,0.01750947052617423
2200,8960,0.08629341851932786
2200,8962,0.06450580909315629
2200,8963,0.024445914258010924
2200,8964,0.07911473020592659
2200,9000,0.03616631600273936
2200,9001,0.05081669584833819
2200,9002,0.06446476650349371
2200,9004,0.00881497608472261
2200,9155,0.05472132349180531
2200,9330,0.030978824772291302
2200,9337,0.005736957613916742
2200,9390,0.03782494822907975
2200,9401,0.037377024414059566
2200,9427,0.05522338578166416
2200,9428,0.018412509740519938
2200,9446,0.09203820006177894
2200,9465,0.03677809527988784
2200,9553,0.05928049304589842
2200,9651,0.07733066879711727
2200,11878,0.06389806213557532
2200,11882,0.042071941786955926
2200,11883,0.07799182689098222
2200,11884,0.06062881295746434
2200,11886,0.04500256656431507
2200,11887,0.055368322089993545
2200,11888,0.061120293101195274
2200,11889,0.021482856969813925
2200,11929,0.04315955239194301
2200,11930,0.05861085818591042
2200,11931,0.047646624100089685
2200,11933,0.05664424378673368
2200,11934,0.04219153706961134
2200,11935,0.0755494412566141
2200,11936,0.040896047750843365
2200,11970,0.0455193252360973
2200,11971,0.0475660266850915
2200,11973,0.06428758815743607
2200,12246,0.041188165483065975
2200,12267,0.07616102836702991
2200,12284,0.0808101100426861
2200,12286,0.03339679819499257
2200,12290,0.0600609982459558
2200,12316,0.013607050274384703
2200,12346,0.037204060304534374
2200,12372,0.032326434719661894
2200,12562,0.05080684482009543
2200,12568,0.0558636138248071
2200,12619,0.058486444541800534
2200,12637,0.07289132573349069
2201,2202,0.06486114765609485
2201,2205,0.028939172557761374
2201,2207,0.053264727547106684
2201,2237,0.07538586051609215
2201,2238,0.06175488619582333
2201,2239,0.07795816457137633
2201,2240,0.0956228668634226
2201,2241,0.046010061826989586
2201,2277,0.029115280643710162
2201,2278,0.08746130047252428
2201,2280,0.06586350131322595
2201,2448,0.02452481400987159
2201,2484,0.06334234472713766
2201,2541,0.06466098056956601
2201,2648,0.06411004611795036
2201,2678,0.043580922135812855
2201,2738,0.04960212845075698
2201,2757,0.06465763867769653
2201,2778,0.0613874941337501
2201,2842,0.001012617020777
2201,2859,0.08495651652436428
2201,2860,0.021483758890820878
2201,2976,0.09075565518804957
2201,5404,0.04624494081185319
2201,5432,0.04834659852257424
2201,5435,0.037192306561003245
2201,5436,0.08747225543566155
2201,5437,0.08708741014449073
2201,5438,0.04324026475002346
2201,5439,0.05067871886214576
2201,5440,0.05281245988855815
2201,5441,0.0313093711601332
2201,5442,0.03538929432458502
2201,5444,0.0377628324151303
2201,5446,0.06970689623657664
2201,5474,0.07443441942771974
2201,5475,0.0701162209448488
2201,5476,0.05055847718026265
2201,5477,0.06348252753051102
2201,5479,0.04729151045068132
2201,5505,0.019777435099282474
2201,5506,0.03589779981848015
2201,5507,0.05988048184066975
2201,5508,0.04992469065746872
2201,5509,0.058904542831158604
2201,5735,0.05622253198257457
2201,5743,0.04610814545405721
2201,5875,0.061391835072909934
2201,5908,0.02323075015513887
2201,5940,0.04298129280753104
2201,6191,0.04879546505040535
2201,6216,0.04704964919010942
2201,8861,0.016600294538158554
2201,8868,0.035378785074190046
2201,8904,0.06726502317511601
2201,8906,0.01713019517087652
2201,8907,0.04436775190838118
2201,8908,0.04120384352742268
2201,8909,0.045457771674592425
2201,8910,0.01984304209812653
2201,8911,0.027484494129407566
2201,8912,0.05675646712354782
2201,8913,0.09602230771090925
2201,8914,0.004282469885138818
2201,8916,0.06940392056852926
2201,8955,0.010857926166175732
2201,8956,0.01900066341263182
2201,8957,0.03136888496629765
2201,8958,0.05558682410190013
2201,8959,0.012356617376414015
2201,8960,0.052345551569969756
2201,8962,0.046193135005356885
2201,8963,0.042043665548486896
2201,8964,0.02803170948651311
2201,9000,0.0283241864812017
2201,9001,0.06044713820095374
2201,9002,0.0453964144092152
2201,9004,0.0028165627031327433
2201,9155,0.025326573552202192
2201,9330,0.050405150557286615
2201,9337,0.023825728324844045
2201,9390,0.018339104467820916
2201,9401,0.01806695537368147
2201,9427,0.05305201140783331
2201,9428,0.03564787243568584
2201,9446,0.033747263702482586
2201,9465,0.03286825649142445
2201,9553,0.043636241411365746
2201,9651,0.03999314260105459
2201,11878,0.06766599860589682
2201,11882,0.07817729873621607
2201,11883,0.043390824262627345
2201,11884,0.06522349512882034
2201,11886,0.03952914423775024
2201,11887,0.04241383359384088
2201,11888,0.06600935289662614
2201,11889,0.02509637373093208
2201,11929,0.07918922433235367
2201,11930,0.05662270801212733
2201,11931,0.07331010305435588
2201,11933,0.05994723309816903
2201,11934,0.08069417564133992
2201,11935,0.05796736890972225
2201,11936,0.04263316466802107
2201,11970,0.06746064837658278
2201,11971,0.03493952213379033
2201,11973,0.08070167346697635
2201,12246,0.06918637563734553
2201,12267,0.08040038699995165
2201,12284,0.09058158720716127
2201,12286,0.044230789227224794
2201,12290,0.06207942563180533
2201,12316,0.016193145113196812
2201,12346,0.06463768505894399
2201,12372,0.05766807318909061
2201,12562,0.050362915651433575
2201,12568,0.08317835345626552
2201,12619,0.06332669840246768
2201,12637,0.07199780092715145
2202,2205,0.01207189379264596
2202,2207,0.026248422082232718
2202,2237,0.03482185063983627
2202,2238,0.054729870246735784
2202,2239,0.04422564156627915
2202,2240,0.05499711099335575
2202,2241,0.016549285240840098
2202,2277,0.016523845851426397
2202,2278,0.04922123031046645
2202,2280,0.024457409189154095
2202,2448,0.022138998123572583
2202,2484,0.027903275607725347
2202,2541,0.02703717301730836
2202,2648,0.04544523977747665
2202,2678,0.028996568849124292
2202,2738,0.024238602521131417
2202,2757,0.039633234354950565
2202,2778,0.016683701466464508
2202,2842,0.020845259748780647
2202,2859,0.034927251218461644
2202,2860,0.018837230699505346
2202,2976,0.050489869131177804
2202,5404,0.04563296355400499
2202,5432,0.026081402387523683
2202,5435,0.021176187929301087
2202,5436,0.022102476247796158
2202,5437,0.03552365141208528
2202,5438,0.016432501373297638
2202,5439,0.0244448026019059
2202,5440,0.031145835329687288
2202,5441,0.024158043419200654
2202,5442,0.017514624222220908
2202,5444,0.02813809775303813
2202,5446,0.04761738071362823
2202,5474,0.04319923464322819
2202,5475,0.043743172314367834
2202,5476,0.06179129011810425
2202,5477,0.03029007394704152
2202,5479,0.028367545320003292
2202,5505,0.011250532697304923
2202,5506,0.014833717165109747
2202,5507,0.027172789117508034
2202,5508,0.03144581981449153
2202,5509,0.03614264908244064
2202,5735,0.012666378993956885
2202,5743,0.04564964020094153
2202,5875,0.03047862238716929
2202,5908,0.04379390805600887
2202,5940,0.03333606663915796
2202,6191,0.016157477951240735
2202,6216,0.013992753214735677
2202,8861,0.030928474300123313
2202,8868,0.028181663022768227
2202,8904,0.03608639060736178
2202,8906,0.02005063785385595
2202,8907,0.03336050502951549
2202,8908,0.04318182208667194
2202,8909,0.04142010149810972
2202,8910,0.008919764693639334
2202,8911,0.012894294479754266
2202,8912,0.03850218754546428
2202,8913,0.0418106690741288
2202,8914,-0.0013810166460135349
2202,8916,0.03023877176795368
2202,8955,0.022966007312452703
2202,8956,0.018273128020796805
2202,8957,0.030463208463060863
2202,8958,0.037333403687250986
